"x"
"165","U22445..RAC.beta.serine.threonine.kinase..AKT2.kinase."
"166","M36514.."
"167","AJ009862..transforming.growth.factor..beta.1"
"168","AW045564.."
"169","X98475..vasodilator.stimulated.phosphoprotein"
"170","AI835152..brain.and.reproductive.organ.expressed..TNFRSF1A.modulator."
"171","AA597246..replication.factor.C..activator.1..2..40kD."
"172","AF062378..hypothetical.protein.FLJ10549..FLJ10549...mRNA."
"173","AI849232.."
"174","AW124483..hypothetical.protein.STRAIT11499"
"175","AI836109..SECRETED.ENZYME..Hydrolase.homologue.2880964CD1..incyte."
"176","AF033201..cleavage.and.polyadenylation.specific.factor.4..30kD.subunit"
"177","U29055..guanine.nucleotide.binding.protein..G.protein...beta.polypeptide.1"
"178","AI839839.."
"179","X51703.."
"180","AI843586..splicing.factor..arginine.serine.rich.9"
"181","AW123518..actin.related.protein.2.3.complex..subunit.4..20.kD."
"182","AW125116..polymerase..RNA..II..DNA.directed..polypeptide.F"
"183","AF006492.."
"184","AA967717..mesenchymal.stem.cell.protein.DSC92"
"185","U42383..Protein.phosphatase.2C.gamma"
"186","AI847097..phosphotidylinositol.transfer.protein..beta"
"187","AW121773.."
"188","AI467390..hypothetical.protein.FLJ23338"
"189","AI844664..ras.related.GTP.binding.protein.4b..RAB4B...mRNA."
"190","U04379..Tyrosine.protein.kinase.ZAP.70"
"191","AA726383..Leucine.aminopeptidase.homolog..geneseqp."
"192","AI844737..DR1.associated.protein.1..negative.cofactor.2.alpha."
"193","AJ006972..target.of.myb1..chicken..homolog"
"194","AI849500..protein.predicted.by.clone.23627"
"195","L37296..BCL2.antagonist.of.cell.death"
"196","AW122807..A2A2_HUMAN....ADAPTER.RELATED.PROTEIN.COMPLEX.2.ALPHA.2.SUBUNIT..ALPHA.ADAPTIN.C...CLATHRIN.ASSEMBLY.PROTEIN.COMPLEX.2.ALPHA.C.LARGE.CHAIN...100.KDA.COATED.VESICLE.PROTEIN.C...PLASMA.MEMBRANE.ADAPTOR.HA2.AP2.ADAPTIN.ALPHA.C.SUBUNIT...HUNTINGTIN.INTER"
"197","AF030635..FK506.binding.protein.8..38kD."
"198","X15986..lectin..galactoside.binding..soluble..1..galectin.1."
"199","AW049735..HBV.associated.factor"
"200","AW123338..FXYD.domain.containing.ion.transport.regulator.6"
"201","AI843986.."
"202","AW125562..hypothetical.protein.MGC2633..MGC2633...mRNA."
"203","AW048854.."
"204","AV250428.."
"205","AV305987.."
"206","AI036466..Phosphatidic.acid.preferring.phospholipase.A1..incyte."
"207","X65026..guanine.nucleotide.binding.protein.like.1"
"208","D01034..TATA.box.binding.protein"
"209","AW124101.."
"210","AI839362.."
"211","AI662095.."
"212","AI117236..hypothetical.protein.MGC12959..MGC1295...mRNA."
"213","AW060257.."
"214","AF023482..HS1.binding.protein"
"215","AJ130961..ubiquitin.conjugating.enzyme.E2L.3"
"216","AW209414.."
"217","AW047811.."
"218","AA589431.."
"219","AI840996..selenoprotein.X..1"
"220","AW048075..hypothetical.protein.MGC11308"
"221","AV175719..development.and.differentiation.enhancing.factor.1"
"222","NA..NA"
"223","AB024713..mannose.P.dolichol.utilization.defect.1"
"224","AI841311..microtubule.associated.proteins.1A.1B.light.chain.3"
"225","AF109905..G6C.protein"
"226","U41736..ancient.ubiquitous.protein.1"
"227","AI173038..chromatin.assembly.factor.1..subunit.B..p60."
"228","AI837318..ABC.transporter.ABCF2"
"229","D29678..Cell.division.protein.kinase.5..Sserine.threonine.protein.kinase.PSSALRE."
"230","AI853294..hypothetical.protein.FLJ14299"
"231","AI854550.."
"232","AW121745.."
"233","AI844175..mitochondrial.ribosomal.protein.S11"
"234","AI850244.."
"235","AB025198..Alpha..1.6..fucosyltransferase.FUT8..N.Acetyl.beta.D.glucosaminide."
"236","AI836641.."
"237","AI881987..peroxisomal.biogenesis.factor.14"
"238","U49853..Protein.tyrosine.phosphatase.X79568"
"239","AI155285.."
"240","AA615161..uncharacterized.hematopoietic.stem.progenitor.cells.protein.MDS032"
"241","AI853855..NADH.dehydrogenase..ubiquinone..1.alpha.subcomplex..8..19kD..PGIV."
"242","Z14249..Mitogen.activated.protein.kinase.3..MAPK3...ERK1...P44."
"243","M32459.."
"244","AI847490..hypothetical.protein.FLJ10597"
"245","AI838550.."
"246","X53451..Glutathione.S.transferase.pi..GSTP1."
"247","M60523..inhibitor.of.DNA.binding.3..dominant.negative.helix.loop.helix.protein"
"248","AI842492..mel.transforming.oncogene..derived.from.cell.line.NK14...RAB8.homolog"
"249","AW122643..hqp0256.protein"
"250","Y15798..G.protein.coupled.receptor.kinase.6..GRK6."
"251","AI606891.."
"252","AW121088..CGI.120.protein"
"253","AA799042..60S.ribosomal.protein.L30.isolog"
"254","AA920621..mutL..E..coli..homolog.1..colon.cancer..nonpolyposis.type.2."
"255","AI844511.."
"256","AI846319..homolog.of.yeast.MOG1"
"257","AW124874..Homo.sapiens..Similar.to.RIKEN.cDNA.2510039O18.gene..clone.IMAGE.3835289..mRNA..partial.cds."
"258","U84903..mitochondrial.ribosomal.protein.L23"
"259","D87896..GPx.4.phospholipid.hydroperoxide.glutathione"
"260","AI595382.."
"261","AI847298.."
"262","AA796989.."
"263","D87902..ADP.ribosylation.factor.5"
"264","AI429868..ligatin"
"265","AW124633..Nek1.related.protein.kinase..NRPK...geneseqp."
"266","AW125618..H.sapiens.gene.from.PAC.426I6..similar.to.syntaxin.7."
"267","AI841771..homolog.of.yeast.MAF1"
"268","X78304..signal.recognition.particle.9kD"
"269","AI849911..melanoma.associated.antigen.recognised.by.cytotoxic.T.lymphocytes"
"270","AW120722..MAP.kinase.activated.protein.kinase.2..MAPKAPK.2."
"271","AI836322.."
"272","AW121031..nucleolar.protein.family.A..member.2..H.ACA.small.nucleolar.RNPs."
"273","AB017189.."
"274","D67067..cleft.lip.and.palate.associated.transmembrane.protein.1"
"275","U60312..dynactin.1..p150..Glued..Drosophila..homolog."
"276","AI849611.."
"277","AI843795..6.phosphogluconolactonase"
"278","AJ002307..synaptogyrin.2"
"279","AI841493..protein.phosphatase.2A..regulatory.subunit.B..PR.53."
"280","AI850365..ubiquitin.conjugating.enzyme.E2M..homologous.to.yeast.UBC12."
"281","L11163..acyl.Coenzyme.A.dehydrogenase..C.2.to.C.3.short.chain"
"282","AF042799..suppressor.of.white.apricot.homolog.2"
"283","D42124..v.maf.musculoaponeurotic.fibrosarcoma..avian..oncogene.family..protein.K"
"284","U88624..85.kDa.calcium.independent.phospholipase.A2"
"285","AW124355..syntaxin.6"
"286","L12140..amino.terminal.enhancer.of.split"
"287","Z17804..catenin..cadherin.associated.protein...delta.1"
"288","AW122692..hypothetical.protein.MGC4276.similar.to.CG8198"
"289","AI844732..thyroid.hormone.receptor.coactivating.protein"
"290","AV122577..Calmodulin"
"291","AB024427..ring.finger.protein.11"
"292","X52574..Mov10..Moloney.leukemia.virus.10..mouse..homolog"
"293","AI850186..CGI.65.protein"
"294","D13546..polymerase..DNA.directed...alpha..70kD."
"295","AW048291.."
"296","X65687..RAC.alpha.serine.threonine.kinase..Protein.kinase.B."
"297","AI849180..integral.membrane.protein.3"
"298","AW212479..PDGFA.associated.protein.1"
"299","AW122039..coronin..actin.binding.protein..1A"
"300","AB025943..ras.homolog.gene.family..member.G..rho.G."
"301","AI842603.."
"302","D26091..minichromosome.maintenance.deficient..S..cerevisiae..7"
"303","AF073523..RAD1..S..pombe..homolog"
"304","AI846851..Farnesyl.pyrophosphate..FPP..synthetase"
"305","AW060236.."
"306","AI854108..cleavage.stimulation.factor..3.pre.RNA..subunit.1..50kD"
"307","AW049156..DKFZP566J153.protein"
"308","AI854725..PL6.protein"
"309","Z67748..Spermidine.synthase..SRM...Putrescine.aminopropyltransferase."
"310","AC002397..C10_HUMAN....PUTATIVE.C10.PROTEIN."
"311","AV248951.."
"312","AJ250723..MLL.septin.like.fusion"
"313","D10630..ZF38_HUMAN....ZINC.FINGER.PROTEIN.ZFP.38..NY.REN.21.ANTIGEN...FRAGMENT.."
"314","AF031128..peroxisomal.membrane.protein.3..35kD..Zellweger.syndrome."
"315","M23568..TPA.regulated.locus"
"316","M72414..microtubule.associated.protein.4"
"317","AJ010483..C.terminal.binding.protein.1"
"318","AI852581.."
"319","AI852414.."
"320","AW122326..zinc.finger.protein.ANC_2H01"
"321","U43076..CDC37..cell.division.cycle.37..S..cerevisiae..homolog."
"322","AV246189.."
"323","U58885..SH3.domain.GRB2.like.1"
"324","AI841192..hypothetical.protein.MGC11275"
"325","AW123810..Human.putative.protein.B2.mRNA..partial.cds."
"326","AW120644.."
"327","X78683..B.cell.associated.protein"
"328","AW049122..ribonuclease.HI..large.subunit"
"329","J04761..ubiquitin.like.4"
"330","X14309..Neutral.and.basic.amino.acid.transporter.homologue..4F2.heavy.chain.antigen."
"331","U27106..adaptor.related.protein.complex.2..mu.1.subunit"
"332","U91513..ninjurin.1"
"333","AF035645..Protein.tyrosine.phosphatase.PRL.3"
"334","AW125168..hypothetical.protein.384D8_6"
"335","D10715..developmentally.regulated.GTP.binding.protein.1"
"336","Z11574..SOS1_HUMAN....SON.OF.SEVENLESS.PROTEIN.HOMOLOG.1..SOS.1.."
"337","AA657044..AHNK_HUMAN....NEUROBLAST.DIFFERENTIATION.ASSOCIATED.PROTEIN.AHNAK..DESMOYOKIN...FRAGMENTS.."
"338","AB009653..lysophospholipase.II"
"339","Y16258..basigin..OK.blood.group."
"340","AW120733..myeloid.leukemia.factor.2"
"341","AW045278..hypothetical.protein.FLJ20561"
"342","AW121826.."
"343","AW048812..likely.ortholog.of.mouse.Hes6.neuronal.differentiation.gene"
"344","M32459...1"
"345","AI846545..phosphoserine.phosphatase"
"346","AW120781..ADME..Glutathione.S.transferase.homologue.5483256CD1..incyte."
"347","AW123834..adaptor.related.protein.complex.1..gamma.1.subunit"
"348","AI846243.."
"349","AW124920..mitochondrial.ribosomal.protein.L16"
"350","AW121314..NTF2.related.export.protein.1"
"351","AI852524..Putative.nuclear.protein..BCON3."
"352","AV327032.."
"353","X05021..ribosomal.protein.L27a"
"354","AW047583.."
"355","AF043249..DNA.segment.on.chromosome.19..unique..1177.expressed.sequence"
"356","AF036535..5..AMP.activated.protein.kinase.gamma.1.subunit"
"357","D49956..nudix..nucleoside.diphosphate.linked.moiety.X..type.motif.1"
"358","AW061307..CK2.interacting.protein.1..HQ0024c.protein"
"359","AI847863.."
"360","AF036716..syntaxin.8"
"361","U82627..ubiquitin.conjugating.enzyme.E2I..homologous.to.yeast.UBC9."
"362","U24160..dishevelled.2..homologous.to.Drosophila.dsh."
"363","AI839212.."
"364","AI841279..cytosolic.acyl.coenzyme.A.thioester.hydrolase"
"365","AJ223966..N.acetylgalactosaminidase..alpha."
"366","X84797..hematopoietic.cell.specific.Lyn.substrate.1"
"367","AI847879..hypothetical.protein.FLJ22678"
"368","AI645050.."
"369","AI852184..hypothetical.protein.FLJ20974"
"370","AF037205..ring.finger.protein.13"
"371","AB007139..proteasome..prosome..macropain..activator.subunit.3..PA28.gamma..Ki."
"372","D10712.."
"373","AF039840..MAP.kinase.activated.protein.kinase.5..MAPKAPK.5."
"374","Y09973..Homo.sapiens.transcription.factor.SL1.mRNA..partial.cds."
"375","AI852514..signal.recognition.particle.68kD"
"376","AF000581..nuclear.receptor.coactivator.3"
"377","AI843074.."
"378","AI835446..isocitrate.dehydrogenase.3..NAD...alpha"
"379","AW060871..Homo.sapiens..clone.IMAGE.3610013..mRNA..partial.cds."
"380","D21207..Peripheral.benzodiazepine.receptor..HPBS."
"381","AI837573.."
"382","AI839899..regulatory.factor.X.associated.ankyrin.containing.protein"
"383","AW259620..hypothetical.protein.MGC3123"
"384","U19520..syntaxin.binding.protein.2"
"385","J04181.."
"386","Y09010..Mitogen.activated.protein.kinase.kinase.kinase.kinase.1..MAP4K1...HPK1."
"387","AF043070..Branched.chain.alpha.keto.acid.dehydrogenase.kinase"
"388","AF068116..eukaryotic.translation.initiation.factor.4E.like.3"
"389","AW049778..mevalonate..diphospho..decarboxylase"
"390","AW049795..hypothetical.protein.FLJ14621"
"391","L07037..mannosyl..alpha.1.3...glycoprotein.beta.1.2.N.acetylglucosaminyltransferase"
"392","AW120557..U6.snRNA.associated.Sm.like.protein"
"393","AI841645.."
"394","X97490..Homo.sapiens..Similar.to.RIKEN.cDNA.4933415F23.gene..clone.MGC.11098.IMAGE.3831227..mRNA..complete.cds."
"395","AI852985..Human.MAC30.mRNA..3..end."
"396","AI852735..hypothetical.protein.FLJ20257"
"397","X02452.."
"398","AW046273..electron.transfer.flavoprotein..beta.polypeptide"
"399","X95504..pleiomorphic.adenoma.gene.like.1"
"400","AW047312..methyl.CpG.binding.domain.protein.3"
"401","AI846302..Homo.sapiens..clone.IMAGE.3531803..mRNA..partial.cds."
"402","AI847016..Homo.sapiens..Similar.to.cysteine.and.histidine.rich.protein..clone.IMAGE.3945559..mRNA..partial.cds."
"403","M86183..cyclin.D3"
"404","X16493.."
"405","AI837415..ubiquitin.carrier.protein"
"406","AF024570..polymerase..DNA.directed...delta.1..catalytic.subunit..125kD."
"407","AW123694..cell.membrane.glycoprotein..110000M.r...surface.antigen."
"408","AI849432.."
"409","X69656..tryptophanyl.tRNA.synthetase"
"410","U34691..uroporphyrinogen.decarboxylase"
"411","AA624586..ATP.synthase..H..transporting..mitochondrial.F1.complex..epsilon.subunit"
"412","M28666..hydroxymethylbilane.synthase"
"413","AW124208..phosphoinositol.3.phosphate.binding.protein.2"
"414","AI849067..hypothetical.protein.AF140225"
"415","AI842524.."
"416","U47323..stromal.interaction.molecule.1"
"417","AV077293..Homo.sapiens..clone.IMAGE.3942726..mRNA..partial.cds."
"418","AI848354..Mitochondrial.citrate.transporter.protein"
"419","AA920419..Homo.sapiens..clone.MGC.19762.IMAGE.3636045..mRNA..complete.cds."
"420","AI846893..I.kappa.B.interacting.Ras.like.protein.1"
"421","AB021665.."
"422","AI842137..hypothetical.protein.RP1.317E23"
"423","AV046503..cleavage.stimulation.factor..3.pre.RNA..subunit.1..50kD"
"424","AA867123.."
"425","AI840884..mitochondrial.ribosomal.protein.S34"
"426","AV320880.."
"427","AI843631.."
"428","AA693180..hypothetical.protein.FLJ10349"
"429","AI840541.."
"430","AB002136..anchor.attachment.protein.1..Gaa1p..yeast..homolog"
"431","AW227545.."
"432","AI852592..NADH.dehydrogenase..ubiquinone..1.beta.subcomplex..2..8kD..AGGG."
"433","AW124678.."
"434","AF044030..Leukotriene.B4.receptor..aka.P2Y.purinoceptor.7..P2Y7."
"435","AI841323..mitochondrial.ribosomal.protein.L37"
"436","AW212399..HSPC015.protein"
"437","AW124052.."
"438","U19119.."
"439","Y14771..paralemmin"
"440","AI854624..eukaryotic.translation.initiation.factor.3..subunit.9..eta..116kD."
"441","AI854467.."
"442","AW046376..FW1B_HUMAN....F.BOX.WD.REPEAT.PROTEIN.1B..F.BOX.AND.WD.REPEATS.PROTEIN.BETA.TRCP2.."
"443","AW124245..DKFZP564G0222.protein"
"444","AI839232.."
"445","U58513..Rho.kinase..ROCK2."
"446","AI852578.."
"447","AW061222..exosome.component.Rrp41"
"448","U34960..guanine.nucleotide.binding.protein..G.protein...beta.polypeptide.2"
"449","X69942..hypothetical.protein.DKFZp762K2015"
"450","X56906..bone.morphogenetic.protein.7..osteogenic.protein.1."
"451","AW060487..hypothetical.protein.FLJ13852"
"452","AW121446..Casein.kinase.I.gamma.2..CKI.gamma.2."
"453","AV351896.."
"454","U87965..GTP.binding.protein.1"
"455","AI839632..hypothetical.protein.FLJ20897"
"456","U09268..Dual.specificity.protein.phosphatase.2..PAC.1."
"457","AB016490..jumping.translocation.breakpoint"
"458","AI847114..phosphate.cytidylyltransferase.2..ethanolamine"
"459","AW123786..ZW10.interactor"
"460","AW120925..GDP.mannose.pyrophosphorylase.B"
"461","AW048332..metastasis.associated.1.like.1"
"462","D14883..kangai.1..suppression.of.tumorigenicity.6..prostate..CD82.antigen..R2.leukocyte.antigen..antigen.detected.by.monoclonal.and.antibody.IA4.."
"463","AI838527..interferon.related.developmental.regulator.2"
"464","AW045204.."
"465","AI117848..mannosyl..alpha.1.6...glycoprotein.beta.1.2.N.acetylglucosaminyltransferase"
"466","AW046963..U6.snRNA.associated.Sm.like.protein.LSm8"
"467","Y14331..jagged.2"
"468","AI462312..Homo.sapiens..clone.MGC.4701.IMAGE.3534250..mRNA..complete.cds."
"469","AF001797..glucosidase.I"
"470","AI840376..eukaryotic.translation.initiation.factor.2B..subunit.2..beta..39kD."
"471","AJ242663..Cathepsin.Z"
"472","AW048484.."
"473","AF030343..enoyl.Coenzyme.A.hydratase.1..peroxisomal"
"474","AA710297..hypothetical.protein.FLJ10034"
"475","AW120926..60S.acidic.ribosomal.protein.PO"
"476","D87900..ADP.ribosylation.factor.3"
"477","AI847050.."
"478","X60980..Thymidine.kinase.cytosolic"
"479","AI851815..protein.expressed.in.thyroid"
"480","AV352777.."
"481","AI853663..Homo.sapiens..Similar.to.RIKEN.cDNA.B230118G17.gene..clone.MGC.19604.IMAGE.3622817..mRNA..complete.cds."
"482","AI848330.."
"483","AW060485..CGI.15.protein"
"484","AI837492..Homo.sapiens..Similar.to.CG8405.gene.product..clone.MGC.4022.IMAGE.2964663..mRNA..complete.cds."
"485","M21332..RD.RNA.binding.protein"
"486","AA600645..renin.binding.protein"
"487","X70472..v.myb.avian.myeloblastosis.viral.oncogene.homolog.like.2"
"488","AW012807..Homo.sapiens.GrpE.like.protein.cochaperone.mRNA..nuclear.gene.for.mitochondrial.product..partial.cds."
"489","U07159..acyl.Coenzyme.A.dehydrogenase..C.4.to.C.12.straight.chain"
"490","AI182272.."
"491","AI845580..Homo.sapiens..Similar.to.RIKEN.cDNA.1110029G07.gene..clone.MGC.20204.IMAGE.3622913..mRNA..complete.cds."
"492","AI835524..HSPC141.protein"
"493","D14042..Tyrosine.protein.kinase.ITK.TSK"
"494","X81143..mutS..E..coli..homolog.2..colon.cancer..nonpolyposis.type.1."
"495","X17069..FK506.binding.protein.4..59kD."
"496","AI839299..KIAA0670.protein.acinus"
"497","X96767..small.nuclear.ribonucleoprotein.polypeptide.C"
"498","K02060..ribosomal.protein.L32"
"499","AI853219.."
