"Cis 3 ugml"	"Cis 10 ugml"	"Cis 30 ugml"	"NaCl"	"Cis Linear"	"Cis Quadratic"
"AW122542..tyrosyl.tRNA.synthetase"	-0.0734574426039127	0.100508292573844	0.284140130995767	0.251311926104165	0.00988520450124276	0.00663626904977504
"AW123342..HSPC142.protein"	0.115649280138782	0.324263301905679	0.173699479216725	0.00100075093630031	0.00479337086623724	0.0394101239329241
"AI854043..putative.GTP.binding.protein.similar.to.RAY.RAB1C"	0.163264079935818	0.223755463122413	0.250794543951990	0.00720711590149318	0.00711100369661619	0.0272115945228907
"C76063.."	0.0965579059045459	-0.0946146142304752	-0.733208753871692	-0.745372487466343	-0.0241957996308295	0.00479307391683648
"AW124744..HSPC009.protein"	-0.117476526011719	0.117059813274278	0.460932517773084	0.0716052924357079	0.0142883915649168	-0.00356690539770602
"AI848107.."	-0.150844460922541	0.165394079718174	0.369844698589496	-0.270292352003245	0.0130208084379296	0.0106631211759316
"AW123269..anillin..Drosophila.Scraps.homolog...actin.binding.protein"	-0.221201439221757	-0.604930244351495	-1.07865301924375	-0.306641479533611	-0.0322730797892992	-0.0544226953386419
"AF005036..secretory.carrier.membrane.protein.3"	-0.0986524692333482	0.133995768142257	0.127351984004372	-0.00552119679648863	0.00381226357100233	0.00734601735640351
"AI842242..hypothetical.protein.FLJ12598"	-0.145481899169874	-0.0349386561109382	0.180735894992736	-0.264781708889362	0.00597606162369802	-0.0150858033971154
"D00472..cofilin.1..non.muscle."	0.236568629236182	0.44678334154045	-0.125395215565983	0.0921411810926061	-0.0048863663805425	0.0668680124247418
"AF071315..COP9.subunit.6..MOV34.homolog..34.kD."	0.206996700004747	0.588999948948299	0.413887195218879	0.428880221292049	0.0121982916823524	0.0711273571078883
"AA867646..homolog.of.yeast.MCM10..hypothetical.protein.PRO2249"	-0.0388527934315968	0.120138865528964	0.122224076027807	-0.541831509332323	0.00471842590117875	0.0143509128128872
"M31775..cytochrome.b.245..alpha.polypeptide"	-0.0860463130010119	0.0522803272923008	0.406614527957464	-0.044261798712274	0.0120676413877703	-0.0111980121216608
"AW047185..Thimet.oligopeptidase..Endopeptidase.24.15."	-0.139293592354447	0.0827116698594912	0.298117916982355	0.286217225122889	0.00872757934280226	-0.00748423084138407
"X51829..protein.phosphatase.1..regulatory..inhibitor..subunit.15A"	-0.053214813448511	0.194827668902771	0.83732625941739	0.327921436276296	0.0285406012826267	0.0130017377317341
"AI852725..COP9..constitutive.photomorphogenic..Arabidopsis..homolog..subunit.7A"	0.0966532457772808	0.118264643474523	-0.0103993091163825	-0.277057527642429	-0.00178849442281519	0.0130172527135150
"AW121217..Homo.sapiens.partial.mRNA.for.transport.secretion.protein.2.2...TTS.2.2.gene.."	-0.0186039005950452	0.044033855861589	0.0797889651100988	0.324612276314419	0.00243053405994011	0.00222426138591551
"AF026124..Phospholipase.D.homologue.11000567083112..celera."	0.00374961811600305	-0.0152492442821558	0.0740266760989517	-0.0322294113283167	0.00266334391381161	-0.00172983297785636
"AB012727..Homo.sapiens..clone.MGC.15887.IMAGE.3530481..mRNA..complete.cds."	0.182209852418355	0.324039887034356	0.230187698792671	0.0494353855930747	0.00728296723129041	0.0452999933179141
"AB025349..Breakpoint.cluster.region.protein..uterine.leiomyoma..1..barrier.to.autointegration.factor"	0.0604754176675575	0.242451207446871	0.416644978830051	0.179997587592818	0.0124021991361508	0.0204217394958148
"AI850893..general.transcription.factor.IIIA"	0.0159112298046589	0.164172771276593	0.535875090877544	0.0224523984156177	0.0168239196869987	0.00881479067538185
"AW122732..Down.syndrome.critical.region.gene.2"	0.110538150733042	0.126666116332425	0.566043445083703	-0.14680229999708	0.0161210781465205	0.000443931300434494
"AF030169..unc119..C.elegans..homolog"	-0.039934044378002	0.0042058046247548	0.240463195597695	0.082307243001507	0.00807949802705204	-0.00464928262506022
"AI844357..immature.colon.carcinoma.transcript.1"	0.220035434667682	0.239122003648181	0.336164319775093	-0.201058036280553	0.00753360966926726	0.0190231674191177
"AW060684.."	0.65856541962669	1.03509483539043	-0.328453592421182	2.50759224692807	-0.0116136617165183	0.166367007805163
"AI847056..neural.precursor.cell.expressed..developmentally.down.regulated.8"	0.154316503049997	0.45004873984413	0.371745758803762	0.362037628333745	0.0107358005990132	0.0512116749068341
"AF080469..Glucose.6.phosphate.transporter..G6PT."	-0.0423882625180292	0.186968695065019	0.0868072387503827	0.154450597938220	0.00269141352040577	0.0187467106529596
"U18372..CD37.antigen"	-0.0149080972522801	0.125877254360991	0.0327052154486612	0.108046181070591	-6.5564961252672e-05	0.00864839255123555
"Z72486..polymerase..DNA.directed...delta.2..regulatory.subunit..50kD."	-0.115799816510571	-0.0121594877744096	0.302101166484809	0.0808689483552826	0.00942788933227226	-0.0152293817078666
"AF028722..hypothetical.protein.FLJ20189"	-0.0586512188864495	-0.0642411798130293	-0.412141526544529	-0.368817546679086	-0.0138163080918286	-0.00598308498651003
"AW211207..CGI.18.protein"	-0.0818976782026463	0.208391143795555	0.346590011264791	0.226265919378465	0.0114903448733704	0.0163756815625785
"AW048446..hypothetical.protein.FLJ20550"	-0.0956132950695994	0.040633552552488	0.109685401811789	0.0852552427170937	0.00368944887083687	-0.00154808354380668
"L11316..hypothetical.protein.FLJ10461"	-0.286532278879285	-0.631170914847607	-0.694292271558324	0.118011509498606	-0.0206587132847169	-0.0725136213851042
"AW125498..Rho.GDP.dissociation.inhibitor..GDI..alpha"	-0.0751394683631633	0.198669635443569	0.0259916956880484	0.260376015222509	0.000774446424784025	0.0197784402483621
"AW124972.."	0.207429095593536	0.520099927010787	0.591651294521277	0.189977390148167	0.0201267727965118	0.070113481700865
"AW047399..hypothetical.protein.FLJ20312"	-0.249027875338329	-0.386438400536196	-0.867809962069263	-0.572106151009314	-0.0271183092418974	-0.0409657928805026
"X75927..ATP.binding.cassette.transporter.2..ABCA2...KIAA1062...fragment."	0.00228445453419361	-0.0473177346604688	-0.0119301765374434	0.0433451967384949	-0.000876774922010073	-0.00798737515118526
"U20735..jun.B.proto.oncogene"	0.238386114846929	0.927624339792454	0.315994266947455	0.471262627746294	0.0114915742127109	0.129084969731940
"AF004927..Sigma.opioid.receptor.type.I"	-0.131231736272753	-0.142221308369006	-0.37252296508349	-0.875065465147344	-0.0144314631834630	-0.0298737943100435
"AI844359..hypothetical.protein.FLJ22059"	0.244167700540383	0.488336531592803	-0.349244311558061	0.240848035115733	-0.0113200042150361	0.0806413445847263
"AI848699.."	0.0116265900154074	0.0925752704508417	0.147951708049226	-0.192024423228266	0.00426881743517617	0.00684227252180416
"AI854876..double.C2.like.domains..alpha"	0.093523139198451	0.256708338151175	0.210784370544063	-0.0312149958485623	0.00646696381523403	0.0314498166606721
"AI853960.."	-0.0826080633115311	-0.0207366716544765	0.122846214362588	0.127462962178980	0.00326114850182564	-0.0129684265368281
"AI848730..hypothetical.protein.MGC4549"	0.124066220831008	0.261184343259603	0.406886460799843	-0.169764397941425	0.0121570977615391	0.0267931492276582
"AW122332.."	-0.0456673775863518	-0.25367362868466	-0.780753975335145	-0.883481641094648	-0.0281755294838516	-0.0341256740855602
"AA982714..Beta.adrenergic.receptor.kinase.1..ARK.1...GRK2."	-0.211063883410495	-0.0317978039902663	0.258427187658304	0.106194086080813	0.00948711048517501	-0.0147866608836679
"AI842600..hypothetical.protein.MGC5627"	0.129688055722996	0.242700486300005	0.444777897395346	0.150226179254662	0.0131421826625282	0.0228994961501895
"AW045596..Homo.sapiens.mRNA.for.KIAA1483.protein..partial.cds."	-0.0818388837130233	0.0197909862985251	-0.0243206683905908	0.483447941716077	-0.00128223412139998	-0.00406349634447589
"U93050..poly.A..binding.protein..nuclear.1"	0.092985101062797	0.262341164916908	-0.222426604333175	-0.0474420832048567	-0.00830542059627912	0.0363954029392440
"AW050056..hypothetical.protein.FLJ22059"	0.158838269651655	0.474772660709417	-0.301502718406985	-0.0363864621259346	-0.00974173402106573	0.0735291134336363
"Y11905..B.cell.CLL.lymphoma.7C"	0.306364554004393	0.403210695899641	0.124876766928125	0.0301819679543681	0.00205577514509931	0.0548958398510488
"AI854235..hypothetical.protein.MGC5627"	0.156563080329053	0.389296574088775	0.512261324464775	0.162269896589276	0.0156162901973112	0.0428282731770748
"AI846994..hypothetical.protein.MGC2479"	-0.186680880821726	-0.0242634098748065	0.241579362124921	0.133015104603646	0.00867110575660952	-0.013540304296229
"X61399..macrophage.myristoylated.alanine.rich.C.kinase.substrate"	0.0995887477261956	0.724405380791905	0.251165524014627	-0.0845756761398204	0.00760671458266075	0.088434383835879
"AW121613..hypothetical.protein.GL009"	0.00115353521253854	-0.113585106675127	-0.197940567507917	-1.03762858884391	-0.0086536994938137	-0.0216047998187519
"Y11460..integrin.beta.4.binding.protein"	-0.0436364376022472	0.367898171969634	0.605303024428325	0.0472342426641647	0.0193063918371333	0.0307833789810238
"AF091432..cyclin.E2"	0.336092904554856	0.955046533508918	0.143320250762294	-0.102510562207238	0.00504604530694449	0.136815017898798
"AI265210..zinc.finger.protein.297"	-0.139270670334867	-0.396986423994029	-0.531127415047583	-0.266366175814406	-0.0185104979440248	-0.0538527836268732
"AI852553..thymosin..beta.10"	0.222844501971459	0.377416384333761	0.447403374334621	0.393016529639093	0.0134403495371046	0.0458214769321199
"AI844999..divalent.cation.tolerant.protein.CUTA"	-0.099575087760532	0.0738187736031402	0.174186770222158	0.00880896316760329	0.00586674074644487	0.00161829745551555
"X63440..Protein.tyrosine.phosphatase.G1..PTP.PEST."	0.0208844448275174	-0.00998765830858069	-0.223476136368944	0.0283547648102891	-0.00718635302080592	0.00427425793364913
"AW125510..Homo.sapiens..clone.IMAGE.3898275..mRNA..partial.cds."	-0.00124138807151036	-0.173489093589493	-0.732111035052669	-0.229034765751378	-0.0248504987984048	-0.0138764424029727
"AI648925..dTDP.D.glucose.4.6.dehydratase"	-0.110943669719374	-0.0317566655246065	-0.0384264700481025	-0.533486553347113	-0.000859620892065499	-0.00744803538068552
"U88325..JAK.binding.protein"	0.0187835077107510	0.0674819581431328	-0.540712144975577	-0.292917946887018	-0.0197824307713440	0.00807899455316229
"AI852829..megakaryoblastic.leukemia..translocation..1"	-0.0364923673155008	-0.284552243916344	-0.322925421808546	-0.170148843596509	-0.0109426360189616	-0.0339101240190035
"AA615853..hypothetical.protein.MGC14833"	-0.09844032158747	0.309379710124685	0.72400748513545	0.50474810318194	0.0236065616957088	0.0205612456749749
"AI842328.."	0.173355949178617	0.578067624176119	0.117185700202578	0.279300759387277	0.00280783112004292	0.0744580332426114
"U37799..CD36.antigen..collagen.type.I.receptor..thrombospondin.receptor..like.1"	-0.234408898080462	-0.161979279398583	0.314367732889055	0.182928755109865	0.0108666922349208	-0.035462462409271
"AA760339..disrupter.of.silencing.10"	-0.164024522199861	-0.136012673721408	0.0142843091570568	-0.638578456717485	0.00103839191541737	-0.0233742757202108
"AW121767..hypothetical.protein.MGC13186"	-0.0878354238188027	0.128036216739353	0.368829330358431	0.149271805199644	0.0116957224022190	0.00307126944010371
"AW049387..ADP.ribosylation.factor.like.2"	-0.147923900801452	0.0496880274236206	0.251793249737483	0.171860364395866	0.00870132378905047	-0.00388049502283520
"D43643..transcription.factor.like.1"	-0.0401029382680168	0.0762612890862587	0.150796025454585	-0.133663219664936	0.00482173721170202	0.00420073212864455
"AV244043.."	-0.0336214552116803	-0.238833974973722	-0.0899989747885717	-0.0742816740882993	-0.00330556475408933	-0.0318795917349771
"AA623379.."	-0.0159829944406641	-0.189524386154274	-0.229110883171285	-0.359858627766599	-0.00721637901829865	-0.0192486944729627
"AI854602.."	-0.0638995120332867	-0.262780480000632	-0.428559898692534	-0.248909482920009	-0.0147587426746478	-0.0327339795171573
"X61172..Alpha.mannosidase.II"	-0.136243611185794	-0.316647898172261	-0.532668047817742	-0.219464207745841	-0.0184179737574978	-0.0429460662925935
"U79962..TAR..HIV..RNA.binding.protein.2"	-0.00200667870384885	0.0566292922535842	0.0186871983506308	-0.28096285807788	0.000891618222003436	0.0080220634000268
"AV049751.."	0.430241539115398	0.256654299045006	0.148527076685748	0.000139538274671135	0.0018045318870676	0.0379801370194582
"AW125378..angio.associated..migratory.cell.protein"	-0.144098593710843	0.091505058291664	0.301347668947784	0.0434026887016121	0.0107093512675966	0.00263231363602913
"AW060179.."	0.245776054721659	0.532443040759831	0.130960134140126	-0.396359891612168	0.00372672367026584	0.0748713626653569
"AB021743..Protein.phosphatase.2A.65.kDa.regulatory.subunit.alpha"	-0.193330124618057	-0.00510667434597919	0.106970484845862	-0.158804179063340	0.00424509375866744	-0.00937674481613303
"AF109906.."	-0.0525812925429785	0.126043310957636	0.270057037691596	0.537829731724021	0.009348800260324	0.0108258088577309
"AI849566.."	0.246687034419741	0.130189140922130	-0.0704244926747069	-0.0300536687058131	-0.00505470842134606	0.0172958134393999
"AW121180.."	0.0331096330491266	0.0632284493896648	0.129669407999465	-0.792721285559204	0.00510701346400941	0.0118305676408841
"AI845854..KIAA0632.protein"	0.155414787044053	0.572730188822372	0.56109568504476	0.118463936109321	0.0194422873515257	0.0758792203233175
"AW121992.."	-0.134054355418339	0.0413198608532295	0.554434732689999	0.00866133860105787	0.0181382267248359	-0.0115401543265346
"Y17808..A6.related.protein"	0.095722303922857	0.190739468118663	0.212715326372756	-0.189748824639725	0.0064314760613494	0.0228341898185544
"AF110520.."	0.00413111576410696	0.0304733568490589	0.147872813952947	-0.00206241494194523	0.00405817382667786	-0.0023374780160804
"AI844250..hypothetical.protein.MGC3181"	-0.0929385828430457	0.321717439368319	0.194623101219174	0.171325610245931	0.00622864790645829	0.0309789867666124
"D10627.."	-0.0815835935356208	0.0340700875038209	-0.446266650656622	-0.872214272878285	-0.0145398182479925	0.00752056973684986
"AI848841.."	0.0204703319831222	-0.397527163047231	-0.5255128717892	-0.0854819020273608	-0.0186758146634868	-0.0469437910514432
"AF013490..Protein.tyrosine.phosphatase.MEG2"	-0.0774817963940212	-0.219915799022775	-0.404925946047553	-0.250188864510841	-0.0137767440132708	-0.027502579772484
"AI846060..likely.ortholog.of.mouse.zinc.finger.protein.Zfr"	-0.115400879005942	-0.227112845123425	-0.460693701763251	-0.758796695684849	-0.0133438938022416	-0.0183161364322595
"AV218217..Mitochondrial.citrate.transporter.protein"	-0.181539371473998	-0.00233519269612489	0.276724682480781	0.246964595278454	0.00990462963787168	-0.010698768276092
"AW060324..double.C2.like.domains..alpha"	-0.0850055963719087	0.201498164363774	0.453317248917139	-0.106578889460677	0.0127066894719959	0.00222935652002289
"AI851810..NADH.dehydrogenase..ubiquinone..1.beta.subcomplex..7..18kD..B18."	0.104423372279791	0.308689469226048	0.287260902892059	0.255034249254923	0.00882964005494323	0.0365475756233074
"AI847162..myo.inositol.1.phosphate.synthase.A1"	-0.240975842950594	-0.0444157056793168	0.330748401613418	0.140313474716191	0.0111250299651865	-0.0228439906866251
"D78382..transducer.of.ERBB2..1"	0.703441754220498	1.96739917038529	1.85017993054098	1.10679329487218	0.0668360745132645	0.284128592665024
"AA710907..hypothetical.protein.MGC3196"	-0.0717552936560558	0.177938268351097	0.242412440098282	-0.0128632274405695	0.00891528098693422	0.0190373662940708
"AI838576.."	0.271309267852781	0.066936814648123	-0.281270942761344	-0.131531835606126	-0.0110494171636478	0.0188087194795013
"X78682..prohibitin"	-0.140696181656175	0.186278466359998	0.497453593002642	0.0958157780883317	0.0154189450780810	0.00283879981548508
"AW123271..DKFZP564O243.protein"	-0.0106028738862855	0.0255380667420106	0.320163115845152	0.153580060584291	0.0107800187759209	-0.00124811878329839
"AI853575..mitochondrial.ribosomal.protein.S2"	-0.217168604281513	-0.423269427192892	-0.534925110438423	-0.686827672092845	-0.0186603224096916	-0.0614840553649332
"AW125294.."	0.281962724469847	0.512086563093021	-0.0710790020762697	-0.341774257637703	-0.00290801702806351	0.077593813602373
"AI788018..Homo.sapiens..clone.IMAGE.3461987..mRNA..partial.cds."	0.0811648730470364	-0.0792402377303327	-0.274247692356639	-0.142943331634509	-0.00900323201871202	-0.000949268731101129
"AI835392.."	0.107238733211736	0.319895465132077	0.227782137108924	-0.218720709206035	0.00621530087437614	0.0357665670056232
"D84096..Ubiquitin.carboxyl.terminal.hydrolase.14"	-0.197452107151172	-0.209299699769731	-0.355247318348465	-0.628354119210146	-0.0118739954537712	-0.0322468611413258
"AF041060.."	0.0232477364173337	-0.101629618460879	-0.609114995255802	-0.583067259469254	-0.0206570147392562	-0.00479609517543727
"AW120727.."	-0.21209088185663	-0.0627766938867103	0.0304919295934732	-0.0643915667055809	0.00226108607044058	-0.0137305249741864
"AI836883..ADME..Carboxylesterase.homologue.3538709CD1"	-0.182895943393376	0.0136944160608575	0.288348978813912	0.40365424180194	0.0107246491302405	-0.00678332033317832
"AA981154.."	0.218254279934269	-0.239573971000548	-1.69188763805557	-0.114679204819308	-0.0561865203310793	0.00639864834090051
"AA790056.."	0.00558135619902343	0.200795775718200	0.0822546826158002	0.251372582676931	0.00301981209526846	0.0255661032166777
"AI839522..hypothetical.protein.MGC4293"	-0.200051341643638	0.0189660228211072	0.318276170776735	-0.314588621866722	0.00944576513857642	-0.0188164480384890
"AV305832.."	-0.0150871540402703	0.436473656010199	0.553955553616547	-0.439096863879302	0.0214969573323029	0.0610260235537128
"AI840094.."	0.0092298558491571	0.21506079892538	0.246244232553933	0.0517476061647316	0.00774956869702743	0.0216324718634474
"AV115284..Mitogen.activated.protein.kinase.kinase.kinase.11..MAP3K11...Mixed.lineage.kinase.3."	0.098694958041039	0.151823748363439	-0.0913388733750735	0.0505173025718989	-0.00337635823909558	0.0239425160551197
"U00978..IMP.dehydrogenase.type.1"	-0.176964487739767	0.0852458499609833	0.0973470081639757	0.0295056324564325	0.00270354106810261	-0.00317152988564332
"AI840035.."	-0.0278238869425323	0.125794677475121	0.165078392940072	0.00992685468214132	0.00346521288067631	0.00172523602415011
"AW122271..hypothetical.protein.FLJ12442"	-0.150226241067700	0.236390662500735	0.50017177423677	0.310791944140959	0.0172740334874247	0.0173002865639282
"AI854851.."	0.0510526048488656	0.379951282721206	0.272947361193349	-0.614321577291329	0.0107563813267826	0.0546412697840182
"AI847650..HT002.protein..hypertension.related.calcium.regulated.gene"	-0.154955684142232	-0.404585483965511	-0.542265373243083	-0.511894695476965	-0.0198948507008074	-0.0605553452695017
"U22445..RAC.beta.serine.threonine.kinase..AKT2.kinase."	-0.0548364828199146	0.0773728472929164	0.0625823415346233	0.116019961601828	0.00212191387218639	0.0059316969851526
"M36514.."	0.109824610834756	0.330363011861933	-0.650357357433788	-0.503128256415111	-0.0207447730251637	0.0607339878558368
"AJ009862..transforming.growth.factor..beta.1"	-0.0746352937669886	-0.0490482157506529	0.24167429199696	0.121964656479419	0.0076203777776231	-0.0156964091647956
"AW045564.."	-0.00644261059289027	0.130801344200427	-0.169139024115852	0.121864144159809	-0.00439159597636661	0.0244494606314591
"X98475..vasodilator.stimulated.phosphoprotein"	-0.202469143235537	-0.0308799824146973	0.210591334320264	0.134244447166573	0.00680478648061058	-0.0189599498266719
"AI835152..brain.and.reproductive.organ.expressed..TNFRSF1A.modulator."	-0.2972092551664	-0.217162582968584	0.369025714218073	-0.0175902060315692	0.0132612021294594	-0.0436927630899568
"AA597246..replication.factor.C..activator.1..2..40kD."	-0.165805001464106	-0.0117298794267063	0.416223262812295	0.170474906339395	0.0148456597405156	-0.0114601911043847
"AF062378..hypothetical.protein.FLJ10549..FLJ10549...mRNA."	-0.445873136594786	-0.371041932137350	-0.380239678777371	-0.159941699613091	-0.00802150765009775	-0.0424114806500502
"AI849232.."	0.00288121234915267	0.173441587045118	0.167535543614846	-0.389871264337565	0.00508948407959124	0.0169960206834126
"AW124483..hypothetical.protein.STRAIT11499"	0.000669439493956053	-0.0285884847286387	-0.275556222777146	-0.259419954538225	-0.0092894786531711	-0.000271541416179908
"AI836109..SECRETED.ENZYME..Hydrolase.homologue.2880964CD1..incyte."	-0.0671913448012933	-0.0442682745268589	-0.217308467518997	-0.541049044076252	-0.00804668025167278	-0.0102416060578901
"AF033201..cleavage.and.polyadenylation.specific.factor.4..30kD.subunit"	-0.0688676491153892	0.143977038661110	0.22908858529529	-0.0736594574665634	0.00752671805271121	0.0104484378998936
"U29055..guanine.nucleotide.binding.protein..G.protein...beta.polypeptide.1"	0.115662167376667	0.41504147479871	0.172815125574582	-0.141862511102696	0.00541842407685094	0.053983879559068
"AI839839.."	-0.0416499712636374	0.0535678430241618	0.382669263872372	-0.247110951738452	0.0114169656005254	-0.00752774581960955
"X51703.."	0.0141325780289463	0.0787390684620781	0.130483290128091	-0.429288619804633	0.00500177484743605	0.0120451320940804
"AI843586..splicing.factor..arginine.serine.rich.9"	0.0798498766337262	0.289070959640417	0.132437627152621	0.222911308071012	0.00356733972177367	0.034362802818278
"AW123518..actin.related.protein.2.3.complex..subunit.4..20.kD."	-0.000938015087753145	0.233491768221175	0.192487785437318	0.340559138395446	0.00645607922365453	0.0265834103273912
